,ArrFlight,ACType,bookload,STD,ATA,ArrRoute,DepRoute
5451,GF507,332,140,2020-09-12 17:21:05,2020-09-12 16:19:05,MED,IST
5452,G9101,32Q,44,2020-09-12 14:49:38,2020-09-12 15:21:58,AMM,CMN
5453,GF769,320,73,2020-09-12 08:59:55,2020-09-12 07:30:20,CDG,DXB
5454,GF006,738,270,2020-09-12 06:18:54,2020-09-12 05:01:51,MAA,DXB
5455,GF753,77W,45,2020-09-11 23:41:25,2020-09-12 00:34:30,DXB,KWI
5456,KU613,321,125,2020-09-11 17:34:17,2020-09-11 18:30:36,KWI,SHJ
5457,GF166,32N,35,2020-09-11 14:44:42,2020-09-11 14:51:01,CMN,TLV
5458,GF277,321,82,2020-09-11 09:49:53,2020-09-11 09:51:37,ZZZ,HKG
5459,OV263,73H,142,2020-09-11 04:45:14,2020-09-11 05:26:44,MCT,HKG
5460,PC824,32N,267,2020-09-10 23:30:22,2020-09-10 23:46:22,DXB,IST
5461,GF545,32N,129,2020-09-10 21:06:17,2020-09-10 20:54:10,AUH,HKG
5462,EK837,333,128,2020-09-10 19:16:12,2020-09-10 20:18:22,AUH,LEJ
5463,GF057,332,49,2020-09-10 19:07:48,2020-09-10 18:22:40,BLR,NBO
5464,PC824,333,148,2020-09-10 18:15:44,2020-09-10 19:41:02,TRV,DXB
5465,PC824,7M8,114,2020-09-10 11:31:28,2020-09-10 10:09:01,CDG,TBS
5466,GF082,333,88,2020-09-10 08:42:39,2020-09-10 09:25:49,SAW,IST
5467,3L010,738,164,2020-09-10 02:12:59,2020-09-10 02:05:36,MNL,DXB
5468,GF503,77W,63,2020-09-10 01:42:23,2020-09-10 00:54:56,DEL,IST
5469,GF184,333,85,2020-09-09 19:05:04,2020-09-09 18:15:26,HYD,AUH
5470,GF184,32Q,135,2020-09-09 17:45:30,2020-09-09 16:25:09,LEJ,AUH
5471,PK189,7M8,160,2020-09-09 15:05:53,2020-09-09 14:11:42,LHE,JED
5472,PC824,333,267,2020-09-09 09:03:21,2020-09-09 07:44:07,DEL,DMM
5473,GF212,32Q,96,2020-09-09 03:23:58,2020-09-09 04:04:29,BOM,MNL
5474,GF2029,77W,137,2020-09-08 23:43:58,2020-09-09 00:25:02,COK,LEJ
5475,GF002,332,61,2020-09-08 17:56:07,2020-09-08 17:23:22,KMC,CVG
5476,GF016,32N,135,2020-09-08 13:33:35,2020-09-08 14:18:19,AUH,ZZZ
5477,OV263,332,164,2020-09-08 12:13:58,2020-09-08 12:29:52,MCT,BAH
5478,GF275,7M8,161,2020-09-08 09:49:32,2020-09-08 09:26:09,DXB,AUH
5479,GF507,7M8,255,2020-09-08 05:06:07,2020-09-08 05:52:15,PEW,DEL
5480,PC824,7M8,160,2020-09-08 00:09:32,2020-09-08 01:18:04,DMM,CCJ
5481,GF069,321,142,2020-09-07 23:54:14,2020-09-07 23:51:29,SKT,DEL
5482,GF110,320,271,2020-09-07 21:01:02,2020-09-07 21:02:17,DXB,LHR
5483,OV265,73G,98,2020-09-07 16:55:16,2020-09-07 16:30:21,CDG,LHR
5484,GF069,73H,82,2020-09-07 16:50:07,2020-09-07 18:18:35,MNL,ZZZ
5485,6E1403,332,263,2020-09-07 11:46:14,2020-09-07 12:08:57,LHR,LHR
5486,PC824,7M8,168,2020-09-07 10:50:36,2020-09-07 11:44:07,KHB,COK
5487,PC824,32Q,62,2020-09-07 06:28:21,2020-09-07 07:24:09,SIN,CAI
5488,GF214,789,76,2020-09-07 01:10:19,2020-09-06 23:34:29,RUH,HKG
5489,GF787,332,58,2020-09-06 20:38:06,2020-09-06 21:28:36,AUH,DXB
5490,GF251,73G,70,2020-09-06 17:47:55,2020-09-06 18:21:20,SAW,JED
5491,FZ023,789,141,2020-09-06 12:41:15,2020-09-06 11:04:08,JED,JIB
5492,GF042,73H,94,2020-09-06 10:53:58,2020-09-06 10:58:09,ELQ,JED
5493,3L010,321,57,2020-09-06 06:06:32,2020-09-06 07:34:46,RUH,ATH
5494,BA125,73H,86,2020-09-06 05:42:03,2020-09-06 05:54:09,HKG,HYD
5495,GF186,789,46,2020-09-05 23:07:31,2020-09-05 23:57:45,MXP,DXB
5496,EK839,32N,131,2020-09-05 22:36:47,2020-09-06 00:06:32,IST,JED
5497,GF188,77W,170,2020-09-05 18:45:32,2020-09-05 19:28:17,AUH,NSY
5498,PC824,333,162,2020-09-05 12:32:44,2020-09-05 13:47:13,NHD,AUH
5499,GF963,32Q,159,2020-09-05 09:05:16,2020-09-05 10:25:25,KMC,SAW
5500,EY375,738,55,2020-09-05 04:29:16,2020-09-05 03:57:16,BKK,BOM
5501,GF170,321,130,2020-09-05 02:33:49,2020-09-05 02:07:59,AMM,DXB
5502,GF249,77W,151,2020-09-05 01:11:10,2020-09-05 00:14:17,SHJ,DXB
5503,GF787,321,85,2020-09-05 00:01:19,2020-09-04 23:55:28,DMM,AUH
5504,GF174,73H,114,2020-09-04 20:29:46,2020-09-04 20:35:38,JED,SAW
5505,GF082,7M8,138,2020-09-04 14:27:51,2020-09-04 13:52:13,DXB,MCT
5506,GF180,333,159,2020-09-04 13:27:34,2020-09-04 13:00:37,IST,CCJ
5507,SV526,7M8,142,2020-09-04 11:51:07,2020-09-04 13:21:22,NBO,JED
5508,IX889,738,152,2020-09-04 07:57:14,2020-09-04 08:32:37,LEJ,LUX
5509,GF216,77W,270,2020-09-04 01:10:08,2020-09-04 02:29:10,CDG,KHB
5510,GF022,73H,165,2020-09-03 22:30:52,2020-09-03 21:41:42,ELQ,DXB
5511,GF773,77W,40,2020-09-03 22:28:28,2020-09-03 21:12:22,EBL,AUH
5512,GF162,77W,94,2020-09-03 16:22:38,2020-09-03 15:33:32,DEL,EBL
5513,GF261,789,76,2020-09-03 13:16:11,2020-09-03 11:47:38,HKG,BGW
5514,FZ023,32N,105,2020-09-03 06:29:16,2020-09-03 06:01:32,DMM,HYD
5515,3L010,320,66,2020-09-03 01:56:35,2020-09-03 01:11:56,AUH,HKG
5516,WY657,738,46,2020-09-03 00:45:24,2020-09-03 01:11:13,AUH,CAI
5517,GF046,333,159,2020-09-02 21:07:21,2020-09-02 22:40:25,RUH,DXB
5518,GF190,332,129,2020-09-02 16:19:49,2020-09-02 15:31:27,DEL,ZZZ
5519,FZ029,789,82,2020-09-02 14:44:56,2020-09-02 15:36:42,DXB,CAI
5520,GF505,32Q,129,2020-09-02 09:44:39,2020-09-02 08:47:57,BAH,CAI
5521,GF963,73G,136,2020-09-02 08:36:38,2020-09-02 08:28:32,ADJ,DXB
5522,FZ029,320,101,2020-09-02 06:27:56,2020-09-02 05:30:33,AMM,DMM
5523,GF945,789,55,2020-09-02 01:13:43,2020-09-02 02:52:35,HYD,IST
5524,ET424,32Q,78,2020-09-02 01:04:21,2020-09-02 01:06:01,ELQ,AUH
5525,GF543,333,72,2020-09-01 22:21:52,2020-09-01 23:34:22,ADJ,MNL
5526,SV526,32N,96,2020-09-01 21:13:28,2020-09-01 20:56:53,COK,BAH
5527,EK835,332,94,2020-09-01 16:04:56,2020-09-01 15:17:26,CCJ,DMM
5528,FZ025,738,164,2020-09-01 10:25:35,2020-09-01 10:15:45,TBS,RUH
5529,FZ027,321,113,2020-09-01 07:02:32,2020-09-01 06:20:08,JED,IST
5530,IX889,77W,77,2020-09-01 03:49:28,2020-09-01 04:25:10,MAN,BOM
5531,GF791,73H,160,2020-09-01 02:43:01,2020-09-01 01:13:36,SHJ,JED
5532,LH636,7M8,70,2020-08-31 20:58:13,2020-08-31 21:22:40,KEZ,DEL
5533,PC824,32Q,165,2020-08-31 16:58:52,2020-08-31 17:54:02,DXB,HKG
5534,SV528,333,90,2020-08-31 16:55:03,2020-08-31 18:07:25,DXB,LHR
5535,GF168,7M8,156,2020-08-31 13:52:21,2020-08-31 14:20:06,HYD,DXB
5536,H6891,320,59,2020-08-31 09:59:10,2020-08-31 11:22:57,AUH,SAW
5537,FZ023,738,123,2020-08-31 05:10:33,2020-08-31 05:51:11,MCT,MED
5538,GF026,73H,76,2020-08-30 22:33:13,2020-08-30 21:09:44,KHB,AMM
5539,GF061,320,152,2020-08-30 16:04:26,2020-08-30 14:37:57,CAI,AMM
5540,GF785,789,160,2020-08-30 09:36:43,2020-08-30 10:07:28,KHI,LEJ
5541,GF166,73G,154,2020-08-30 07:32:55,2020-08-30 08:02:29,MAA,ADJ
5542,GF080,32N,84,2020-08-30 03:07:59,2020-08-30 02:14:29,MCT,AMM
5543,PC824,73G,98,2020-08-29 20:48:07,2020-08-29 22:10:11,MXP,AUH
5544,FZ021,77W,87,2020-08-29 19:32:24,2020-08-29 18:59:22,AUH,MCT
5545,KU615,73G,94,2020-08-29 16:25:20,2020-08-29 15:43:32,MCT,DXB
5546,FZ025,332,132,2020-08-29 13:29:53,2020-08-29 13:13:42,LUX,BLR
5547,GF004,32N,135,2020-08-29 12:10:37,2020-08-29 12:49:18,CDG,DMM
5548,GF220,7M8,148,2020-08-29 10:33:56,2020-08-29 12:07:30,AUH,DME
5549,EK839,789,234,2020-08-29 06:39:02,2020-08-29 06:00:00,BKK,DEL
5550,IX889,333,247,2020-08-29 03:04:21,2020-08-29 04:33:25,DXB,DMM
5551,TK3758,332,43,2020-08-29 00:07:08,2020-08-28 22:35:50,CAI,NSY
5552,SV526,7M8,148,2020-08-28 19:22:34,2020-08-28 20:03:30,MED,DXB
5553,GF153,32Q,133,2020-08-28 17:03:43,2020-08-28 17:54:07,COK,SHJ
5554,GF015,332,135,2020-08-28 14:37:32,2020-08-28 14:48:17,TTH,DXB
5555,6E1403,738,47,2020-08-28 08:49:12,2020-08-28 07:13:43,LHR,BOM
5556,GF188,32N,125,2020-08-28 05:10:58,2020-08-28 05:12:41,DMM,DXB
5557,H6891,321,65,2020-08-28 03:38:20,2020-08-28 04:44:31,IST,DMM
5558,GF110,320,120,2020-08-28 00:15:55,2020-08-27 22:50:43,ATH,DXB
5559,GF787,738,43,2020-08-27 22:01:58,2020-08-27 23:35:44,ISB,IST
5560,GF186,332,47,2020-08-27 15:30:06,2020-08-27 14:11:23,RUH,CAI
5561,GF271,321,90,2020-08-27 10:10:11,2020-08-27 08:52:09,JED,HKG
5562,GF022,7M8,114,2020-08-27 04:29:57,2020-08-27 05:00:57,HYD,DXB
5563,GF162,73H,163,2020-08-27 01:23:55,2020-08-27 01:22:28,TLV,CAI
5564,GF220,333,66,2020-08-26 22:43:33,2020-08-26 21:24:50,AUH,LCA
5565,GF785,77W,36,2020-08-26 21:26:24,2020-08-26 21:07:36,LHR,RUH
5566,GF180,320,89,2020-08-26 14:41:48,2020-08-26 13:51:37,TLV,BLR
5567,H6891,73G,128,2020-08-26 09:33:31,2020-08-26 10:17:18,DME,KHI
5568,AI939,7M8,127,2020-08-26 03:02:49,2020-08-26 01:43:07,DXB,LHR
5569,PC824,738,76,2020-08-25 22:27:27,2020-08-25 21:58:28,DAC,TLV
5570,GF190,738,88,2020-08-25 18:24:00,2020-08-25 18:40:54,AUH,LUX
5571,GF249,73G,88,2020-08-25 17:09:24,2020-08-25 18:47:28,JIB,TRV
5572,FZ025,789,141,2020-08-25 13:47:01,2020-08-25 13:41:56,DMM,LEJ
5573,GF190,7M8,165,2020-08-25 07:02:18,2020-08-25 07:03:09,AUH,JED
5574,GF184,321,87,2020-08-25 03:56:51,2020-08-25 04:24:29,DXB,DXB
5575,GF061,73G,246,2020-08-25 03:46:04,2020-08-25 04:21:05,HYD,SAW
5576,GF145,32Q,74,2020-08-25 02:09:21,2020-08-25 02:17:03,DXB,BOM
5577,GF162,738,242,2020-08-24 19:43:21,2020-08-24 20:26:24,BOM,CAI
5578,GF133,789,113,2020-08-24 13:35:15,2020-08-24 13:37:47,IST,AUH
5579,6E1403,32N,138,2020-08-24 11:05:46,2020-08-24 11:55:20,DXB,NSY
5580,WY653,789,55,2020-08-24 09:46:11,2020-08-24 11:01:54,MED,FRA
5581,GF765,789,135,2020-08-24 04:22:19,2020-08-24 05:33:11,SHJ,TTH
5582,GF188,32N,74,2020-08-24 00:15:27,2020-08-23 23:26:14,RUH,MXP
5583,PC824,333,130,2020-08-23 18:02:38,2020-08-23 17:04:50,DXB,DXB
5584,GF070,77W,142,2020-08-23 12:40:27,2020-08-23 11:57:30,TBS,JED
5585,TK3758,332,135,2020-08-23 06:21:01,2020-08-23 04:54:05,IST,AUH
5586,GF082,32Q,271,2020-08-23 00:49:07,2020-08-23 01:33:32,MCT,EMA
5587,GF785,7M8,49,2020-08-22 22:10:57,2020-08-22 23:00:41,DXB,KWI
5588,GF069,738,96,2020-08-22 20:58:47,2020-08-22 22:08:48,DEL,BGW
5589,EK835,73G,69,2020-08-22 15:45:57,2020-08-22 14:51:43,DXB,NHD
5590,PC824,73H,152,2020-08-22 10:40:32,2020-08-22 11:49:01,DXB,DXB
5591,GF505,333,49,2020-08-22 05:09:17,2020-08-22 06:48:06,DXB,MCT
5592,PC824,738,58,2020-08-22 02:48:09,2020-08-22 04:00:58,LEJ,XJD
5593,GF249,73G,103,2020-08-22 02:01:05,2020-08-22 02:10:11,DXB,HKG
5594,GF511,77W,163,2020-08-21 23:00:33,2020-08-21 23:17:22,KMC,AMM
5595,PC824,73H,138,2020-08-21 21:54:45,2020-08-21 21:50:51,BAH,PEW
5596,GF7044,333,100,2020-08-21 21:35:20,2020-08-21 23:09:13,KHB,NBO
5597,GF965,789,116,2020-08-21 20:56:51,2020-08-21 20:26:31,MCT,DXB
5598,GF511,321,73,2020-08-21 16:22:55,2020-08-21 16:57:16,DEL,DMM
5599,GF511,32N,106,2020-08-21 10:44:17,2020-08-21 10:26:20,MCT,ELQ
5600,GF184,333,159,2020-08-21 07:51:45,2020-08-21 08:55:25,MED,DEL
5601,GF057,32Q,140,2020-08-21 01:23:05,2020-08-21 00:08:35,DXB,KMC
5602,GF945,789,140,2020-08-20 22:43:39,2020-08-20 22:02:20,JIB,SHJ
5603,FZ025,320,121,2020-08-20 16:10:28,2020-08-20 16:50:48,IST,BLR
5604,PC824,320,118,2020-08-20 13:46:35,2020-08-20 13:28:40,TZX,EMA
5605,GF501,332,134,2020-08-20 11:49:53,2020-08-20 10:40:39,DMM,LCA
5606,GF061,73H,284,2020-08-20 10:09:30,2020-08-20 10:05:00,ATH,IST
5607,GF283,321,161,2020-08-20 05:57:05,2020-08-20 06:28:41,TTH,TZX
5608,GF283,738,89,2020-08-20 04:51:00,2020-08-20 05:58:33,SIN,SKT
5609,TK3756,332,95,2020-08-19 23:26:19,2020-08-20 00:55:52,AUH,DXB
5610,XQ5310,320,125,2020-08-19 17:02:11,2020-08-19 17:57:54,XJD,MED
5611,GF543,77W,97,2020-08-19 11:16:23,2020-08-19 12:39:07,BOM,SHJ
5612,GF275,73G,121,2020-08-19 08:45:36,2020-08-19 08:53:34,LHR,DXB
5613,MS920,77W,86,2020-08-19 03:01:18,2020-08-19 04:15:16,DMM,CAI
5614,GF013,73H,92,2020-08-19 01:25:09,2020-08-19 00:54:36,JED,DXB
5615,GF145,321,123,2020-08-18 20:29:30,2020-08-18 19:30:32,MXP,DXB
5616,BA125,32Q,121,2020-08-18 18:11:47,2020-08-18 19:10:35,DXB,HKG
5617,GF069,7M8,150,2020-08-18 15:04:36,2020-08-18 16:15:45,SIN,AUH
5618,WY657,32Q,162,2020-08-18 09:25:05,2020-08-18 08:08:18,TBS,SHJ
5619,GF547,7M8,62,2020-08-18 05:26:53,2020-08-18 05:31:25,SIN,MCT
5620,FZ023,738,50,2020-08-17 23:45:28,2020-08-18 00:50:48,DXB,IST
5621,GF026,32Q,163,2020-08-17 16:55:41,2020-08-17 15:29:00,DXB,RUH
5622,GF082,73G,70,2020-08-17 11:25:13,2020-08-17 11:41:16,DXB,NHD
5623,GF182,73G,160,2020-08-17 04:53:47,2020-08-17 04:32:05,MUX,DXB
5624,GF190,77W,130,2020-08-17 02:12:51,2020-08-17 03:42:13,CAI,MCT
5625,GF053,320,269,2020-08-16 23:09:17,2020-08-16 21:32:29,LCA,AUH
5626,GF145,32N,96,2020-08-16 22:38:39,2020-08-16 21:57:23,LCA,ISB
5627,J9103,333,42,2020-08-16 20:24:24,2020-08-16 21:45:54,AKT,ADJ
5628,H6891,320,153,2020-08-16 13:51:41,2020-08-16 13:29:35,KHI,JED
5629,GF190,333,48,2020-08-16 13:23:21,2020-08-16 13:16:31,BOM,LEJ
5630,GF026,32N,50,2020-08-16 12:28:36,2020-08-16 13:54:07,BOM,TLV
5631,GF771,738,51,2020-08-16 09:04:54,2020-08-16 08:48:52,MCT,MED
5632,MS920,321,127,2020-08-16 06:43:20,2020-08-16 07:42:21,DMM,KEZ
5633,TK3756,738,157,2020-08-16 00:23:48,2020-08-16 01:56:36,JED,KHB
5634,GF172,789,151,2020-08-15 18:18:00,2020-08-15 18:27:52,AUH,DXB
5635,FZ027,32Q,165,2020-08-15 15:29:08,2020-08-15 14:48:23,DXB,DXB
5636,GF561,321,71,2020-08-15 14:08:06,2020-08-15 14:02:49,AUH,JED
5637,GF053,32N,120,2020-08-15 14:02:41,2020-08-15 14:50:00,ELQ,TRV
5638,SV528,789,105,2020-08-15 08:47:14,2020-08-15 07:32:08,DXB,NBO
5639,GF509,32N,118,2020-08-15 04:17:40,2020-08-15 04:32:13,AKT,CVG
5640,GF545,73H,73,2020-08-15 03:31:09,2020-08-15 01:59:11,DXB,ADD
5641,MS920,73G,49,2020-08-14 22:31:14,2020-08-14 22:36:50,JED,DEL
5642,AI939,77W,216,2020-08-14 19:40:53,2020-08-14 19:54:45,KEZ,ELQ
5643,GF168,332,120,2020-08-14 13:48:36,2020-08-14 14:03:57,SIN,RUH
5644,GF162,332,132,2020-08-14 13:31:12,2020-08-14 14:00:33,BOM,ADJ
5645,GF785,32N,140,2020-08-14 07:16:18,2020-08-14 06:45:31,AMM,MAA
5646,PC824,73G,116,2020-08-14 05:12:45,2020-08-14 06:31:39,LEJ,CAI
5647,GF142,320,94,2020-08-14 05:03:10,2020-08-14 04:08:15,JED,DME
5648,ET424,321,274,2020-08-14 03:48:33,2020-08-14 04:41:24,DXB,KWI
5649,GF791,320,160,2020-08-14 00:38:39,2020-08-14 01:57:18,XJD,MCT
5650,GF166,7M8,146,2020-08-13 20:03:26,2020-08-13 20:27:33,SAW,LHR
5651,GF145,7M8,96,2020-08-13 13:50:52,2020-08-13 14:07:24,SIN,DXB
5652,PC824,333,158,2020-08-13 09:55:47,2020-08-13 08:41:45,AUH,DEL
5653,GF172,789,82,2020-08-13 03:13:44,2020-08-13 04:01:16,IST,AUH
5654,GF070,333,146,2020-08-13 00:25:15,2020-08-12 23:46:02,BKK,SHJ
5655,SV528,73H,66,2020-08-12 23:51:22,2020-08-12 22:16:18,TLV,AMM
5656,IX473,320,282,2020-08-12 19:43:12,2020-08-12 18:18:23,AUH,DXB
5657,GF142,333,89,2020-08-12 17:59:23,2020-08-12 17:43:33,LCA,DXB
5658,GF275,333,100,2020-08-12 13:44:38,2020-08-12 15:15:49,AMM,DXB
5659,GF787,332,114,2020-08-12 10:56:45,2020-08-12 12:08:01,JED,DXB
5660,GF061,32N,73,2020-08-12 10:13:14,2020-08-12 09:20:06,DXB,AMM
5661,EK835,789,212,2020-08-12 05:27:36,2020-08-12 04:09:04,BOM,DXB
5662,G9105,332,234,2020-08-12 00:40:39,2020-08-12 02:14:09,SHJ,LEJ
5663,GF773,32Q,152,2020-08-11 22:43:27,2020-08-11 23:58:39,BAH,RUH
5664,GF567,32N,41,2020-08-11 22:10:44,2020-08-11 22:22:19,DXB,CAI
5665,PC824,320,114,2020-08-11 19:00:11,2020-08-11 19:12:05,COK,HKG
5666,IX471,77W,148,2020-08-11 15:40:13,2020-08-11 14:36:30,DXB,COK
5667,GF283,32Q,263,2020-08-11 11:52:06,2020-08-11 11:05:07,LEJ,MNL
5668,GF164,32N,141,2020-08-11 08:01:17,2020-08-11 07:19:54,MCT,CAI
5669,BA125,333,163,2020-08-11 03:38:23,2020-08-11 02:01:54,ATH,SHJ
5670,GF102,321,77,2020-08-11 02:06:30,2020-08-11 01:08:34,RUH,AUH
5671,GF212,73H,58,2020-08-10 22:24:49,2020-08-10 23:46:07,LHR,BLR
5672,GF251,789,119,2020-08-10 19:43:06,2020-08-10 21:07:29,DMM,ADD
5673,GF563,332,136,2020-08-10 13:26:25,2020-08-10 13:13:48,LHR,DEL
5674,GF249,789,73,2020-08-10 10:55:44,2020-08-10 09:47:18,DMM,DXB
5675,XQ5310,73G,65,2020-08-10 06:01:30,2020-08-10 06:31:17,KHB,TLV
5676,GF016,789,65,2020-08-10 00:15:23,2020-08-09 22:45:15,DXB,MXP
5677,GF057,73G,161,2020-08-09 23:41:07,2020-08-09 23:39:47,COK,DEL
5678,EY377,32Q,82,2020-08-09 20:53:39,2020-08-09 22:32:35,DMM,AMM
5679,H6891,73G,145,2020-08-09 16:35:32,2020-08-09 17:41:45,DXB,SHJ
5680,GF541,789,79,2020-08-09 12:10:40,2020-08-09 10:32:50,MXP,SHJ
5681,5W7029,73H,82,2020-08-09 07:09:08,2020-08-09 05:52:51,SHJ,IST
5682,GF771,789,100,2020-08-09 00:23:24,2020-08-09 00:53:02,AUH,CAI
5683,GF251,321,115,2020-08-08 22:15:15,2020-08-08 22:27:42,DXB,BOM
5684,PC824,333,124,2020-08-08 21:37:51,2020-08-08 20:57:46,CAI,SHJ
5685,GF249,738,135,2020-08-08 14:51:40,2020-08-08 16:16:37,MAA,HKG
5686,FZ025,789,44,2020-08-08 10:55:28,2020-08-08 12:11:20,DXB,AMM
5687,GF220,73G,68,2020-08-08 09:52:21,2020-08-08 10:22:34,DXB,RUH
5688,GF026,320,245,2020-08-08 03:20:20,2020-08-08 03:01:24,DAC,LEJ
5689,PC824,321,44,2020-08-08 02:59:35,2020-08-08 04:13:49,DMM,DMM
5690,GF174,73H,140,2020-08-08 01:16:35,2020-08-08 01:34:35,JED,DMM
5691,AI939,320,90,2020-08-07 18:32:32,2020-08-07 19:18:50,TTH,AUH
5692,GF945,332,96,2020-08-07 15:10:57,2020-08-07 16:14:57,SIN,NBO
5693,GF080,789,165,2020-08-07 14:45:00,2020-08-07 15:12:22,MXP,ELQ
5694,AI939,77W,75,2020-08-07 08:43:25,2020-08-07 09:10:13,MCT,LHR
5695,KU615,77W,34,2020-08-07 05:24:33,2020-08-07 04:13:48,AMM,JED
5696,GF061,77W,46,2020-08-06 22:51:54,2020-08-06 23:22:38,ADJ,DXB
5697,GF016,73G,134,2020-08-06 18:36:12,2020-08-06 20:12:02,MCT,ADJ
5698,GF131,32Q,143,2020-08-06 17:49:41,2020-08-06 16:50:44,BOM,TZX
5699,PC824,32N,74,2020-08-06 11:59:43,2020-08-06 12:24:45,SAW,CAI
5700,PC824,333,126,2020-08-06 05:48:13,2020-08-06 05:27:52,DMM,JED
5701,GF2029,738,119,2020-08-06 01:54:46,2020-08-06 01:38:06,NBO,SHJ
5702,GF182,32Q,59,2020-08-05 22:16:03,2020-08-05 23:36:46,DXB,NSY
5703,GF271,321,105,2020-08-05 21:24:12,2020-08-05 20:10:42,BOM,DMM
5704,OV265,32Q,77,2020-08-05 20:22:37,2020-08-05 19:32:47,BAH,MXP
5705,GF541,32Q,274,2020-08-05 17:31:06,2020-08-05 18:12:51,HKG,SAW
5706,PC824,333,156,2020-08-05 12:17:34,2020-08-05 13:09:35,DXB,DMM
5707,GF275,321,283,2020-08-05 11:47:33,2020-08-05 10:24:29,LEJ,KEZ
5708,GF545,738,58,2020-08-05 10:51:32,2020-08-05 10:08:50,DXB,BOM
5709,GF153,77W,97,2020-08-05 07:19:35,2020-08-05 06:15:39,DMM,NBO
5710,GF277,320,286,2020-08-05 03:55:47,2020-08-05 02:21:10,SHJ,LHR
5711,GF131,738,33,2020-08-05 00:21:35,2020-08-05 00:47:13,MCT,TRV
5712,GF785,32Q,167,2020-08-04 21:52:55,2020-08-04 21:17:07,DMM,MNL
5713,GF767,789,65,2020-08-04 21:51:17,2020-08-04 22:51:35,DXB,SHJ
5714,FZ025,332,142,2020-08-04 17:19:02,2020-08-04 18:50:27,BOM,DXB
5715,LH636,73G,45,2020-08-04 13:01:23,2020-08-04 13:09:33,EMA,LHE
5716,5W7029,321,164,2020-08-04 09:00:47,2020-08-04 08:00:26,DXB,LEJ
5717,GF7044,77W,34,2020-08-04 08:58:50,2020-08-04 08:29:56,DEL,MUX
5718,GF787,320,154,2020-08-04 04:40:08,2020-08-04 04:57:36,MED,RUH
5719,G9105,789,39,2020-08-03 22:33:27,2020-08-03 22:34:40,BOM,TBS
5720,FZ027,32Q,120,2020-08-03 18:45:58,2020-08-03 18:14:38,SKT,DXB
5721,GF275,32Q,113,2020-08-03 11:57:36,2020-08-03 10:36:02,FRA,DEL
5722,TK3758,320,128,2020-08-03 09:50:50,2020-08-03 09:19:55,LHR,LHR
5723,GF275,7M8,66,2020-08-03 06:02:12,2020-08-03 05:33:21,CMN,HKG
5724,G9101,32N,103,2020-08-03 00:59:30,2020-08-02 23:59:48,HYD,BAH
5725,GF965,7M8,50,2020-08-02 18:41:40,2020-08-02 19:12:31,DEL,EBL
5726,GF172,738,272,2020-08-02 16:09:31,2020-08-02 15:50:42,DXB,EMA
5727,GF965,77W,157,2020-08-02 15:19:30,2020-08-02 14:44:15,LHE,SHJ
5728,GF565,321,116,2020-08-02 09:40:46,2020-08-02 08:21:32,NBO,SAW
5729,GF543,321,130,2020-08-02 03:06:57,2020-08-02 04:06:35,IST,JED
5730,GF174,32N,132,2020-08-01 21:36:09,2020-08-01 22:12:02,KHI,CAI
5731,GF543,320,121,2020-08-01 18:26:13,2020-08-01 19:35:42,EMA,JIB
5732,EY375,320,100,2020-08-01 12:00:45,2020-08-01 10:28:59,HKG,DAC
5733,FZ029,73G,46,2020-08-01 09:46:44,2020-08-01 08:41:46,DXB,JED
5734,GF164,321,82,2020-08-01 02:52:14,2020-08-01 01:29:52,EMA,PEW
5735,GF102,789,282,2020-07-31 22:19:34,2020-07-31 20:43:35,AMM,AUH
5736,GF170,73G,160,2020-07-31 18:27:23,2020-07-31 17:10:02,DMM,DXB
5737,GF142,321,155,2020-07-31 14:07:40,2020-07-31 14:07:19,BOM,CDG
5738,GF2029,7M8,60,2020-07-31 07:46:34,2020-07-31 07:49:48,JED,EMA
5739,GF145,738,90,2020-07-31 06:50:08,2020-07-31 06:23:57,JED,JED
5740,GF513,32Q,44,2020-07-31 01:29:41,2020-07-31 02:38:14,DXB,HYD
5741,GF212,73G,50,2020-07-30 22:59:57,2020-07-30 22:03:46,DEL,CAI
5742,GF563,73G,72,2020-07-30 16:07:25,2020-07-30 16:36:41,MUX,DXB
5743,GF501,320,33,2020-07-30 14:52:54,2020-07-30 16:14:03,MCT,ELQ
5744,GF065,320,49,2020-07-30 14:03:24,2020-07-30 12:47:41,DXB,FRA
5745,H6891,73G,133,2020-07-30 10:14:48,2020-07-30 10:46:34,DMM,LTN
5746,GF973,320,141,2020-07-30 05:11:52,2020-07-30 03:42:00,AUH,IST
5747,GF016,738,49,2020-07-29 23:08:15,2020-07-29 23:18:56,HKG,LHR
5748,GF751,332,145,2020-07-29 18:04:18,2020-07-29 18:20:58,CAI,ZZZ
5749,5W7029,73H,141,2020-07-29 17:54:13,2020-07-29 18:01:00,AMM,AUH
5750,GF022,73G,139,2020-07-29 11:34:42,2020-07-29 10:12:57,JED,TBS
5751,SV526,321,166,2020-07-29 10:49:33,2020-07-29 10:14:43,LHR,JED
5752,FZ023,7M8,115,2020-07-29 06:29:11,2020-07-29 06:01:40,JED,DXB
5753,GF277,32Q,67,2020-07-29 03:27:02,2020-07-29 02:45:21,KHB,LEJ
5754,GF080,32N,121,2020-07-28 21:38:17,2020-07-28 22:00:34,CMN,IST
5755,SV528,32Q,40,2020-07-28 18:28:46,2020-07-28 20:00:40,IST,MCT
